ID,Year_Birth,Age,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total Amount,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,purchases item count
6222,1967,57,Graduation,Married,22574,28,25,0,8,2,0,2,37,2,2,0,3,7
10299,1969,55,PhD,Single,48240,73,389,91,248,64,49,41,882,3,6,3,13,25
3083,1974,50,Graduation,Married,45837,88,215,13,87,17,17,24,373,5,6,2,5,18
8953,1965,59,Master,Single,35791,94,27,0,5,0,0,3,35,2,1,0,3,6
1503,1976,48,PhD,Together,162397,31,85,1,16,2,1,2,107,0,0,0,1,1
8650,1978,46,Graduation,Widow,54162,31,5,6,10,6,5,10,42,1,1,0,3,5
10862,1960,64,Master,Married,30522,6,179,8,83,19,11,26,326,5,1,2,9,17
2782,1961,63,PhD,Married,54456,23,352,0,27,10,0,15,404,3,6,1,7,17
6941,1971,53,Graduation,Single,31632,92,17,8,12,11,15,32,95,1,2,1,2,6
10972,1949,75,Graduation,Widow,72298,52,625,35,169,58,17,35,939,1,4,3,6,14
10708,1978,46,2n Cycle,Single,36975,50,10,6,11,0,4,2,33,1,1,0,3,5
6583,1955,69,2n Cycle,Married,72635,54,390,22,323,104,35,107,981,1,6,8,6,21
3641,1976,48,Graduation,Married,13624,93,10,2,15,2,1,6,36,2,2,0,3,7
10156,1975,49,Graduation,Single,84196,56,215,63,507,231,31,190,1237,1,8,4,7,20
4299,1960,64,Graduation,Together,70971,28,1001,17,572,93,125,17,1825,7,11,11,5,34
3469,1977,47,PhD,Divorced,34487,94,19,18,33,24,1,8,103,3,3,0,3,9
5063,1977,47,Graduation,Single,28769,76,41,5,129,10,3,3,191,3,4,1,4,12
10727,1970,54,PhD,Married,69084,43,1181,107,199,39,30,30,1586,2,7,3,13,25
9624,1958,66,PhD,Together,65488,46,603,45,207,36,18,54,963,1,3,4,6,14
5156,1970,54,2n Cycle,Married,62466,13,129,129,259,168,121,83,889,5,6,3,12,26
4376,1960,64,2n Cycle,Single,32218,27,10,24,15,13,1,30,93,1,2,1,3,7
8923,1973,51,Graduation,Single,83917,12,514,22,732,42,198,79,1587,1,6,7,7,21
8461,1962,62,Graduation,Divorced,46102,3,14,0,1,0,0,1,16,1,1,0,2,4
6945,1952,72,Graduation,Single,84574,72,387,20,713,38,54,163,1375,1,9,11,11,32
944,1962,62,Graduation,Married,56181,6,121,103,69,8,44,48,393,1,4,2,7,14
1907,1950,74,Master,Divorced,63120,53,965,69,279,54,41,69,1477,5,8,4,9,26
701,1971,53,Graduation,Married,73691,58,707,21,250,85,43,73,1179,2,6,2,8,18
3856,1960,64,Graduation,Together,63381,78,571,50,142,33,50,159,1005,4,4,5,13,26
4149,1948,76,PhD,Together,76140,57,586,66,653,17,0,26,1348,1,5,9,6,21
2131,1959,65,PhD,Divorced,62859,37,1063,89,102,16,12,25,1307,4,9,4,6,23
2942,1964,60,Graduation,Single,45906,20,305,3,27,4,3,144,486,2,5,4,4,15
1173,1947,77,Master,Together,77632,73,1200,105,758,0,42,147,2252,1,4,2,6,13
4381,1971,53,PhD,Married,46463,56,163,2,40,8,11,11,235,7,3,1,6,17
4611,1970,54,Graduation,Together,105471,36,1009,181,104,202,21,207,1724,0,9,8,13,30
3376,1970,54,Master,Divorced,55282,9,125,6,73,8,4,19,235,1,3,1,6,11
4679,1977,47,Master,Married,78710,42,721,0,152,119,50,50,1092,3,7,6,12,28
10928,1958,66,Graduation,Together,66886,28,315,4,62,41,31,146,599,2,7,1,7,17
4248,1960,64,Master,Single,98777,23,1000,19,711,125,115,38,2008,0,4,6,9,19
6728,1985,39,Graduation,Together,29103,38,16,0,17,6,3,6,48,2,1,0,3,6
6661,1974,50,Graduation,Married,67445,63,757,80,217,29,80,11,1174,5,9,6,12,32
4725,1950,74,PhD,Together,50616,71,30,2,25,0,1,9,67,1,1,1,4,7
3277,1955,69,Graduation,Divorced,49431,9,219,3,100,26,0,17,365,2,7,1,5,15
5555,1975,49,Graduation,Divorced,153924,81,1,1,1,1,1,1,6,0,0,0,0,0
2564,1953,71,Graduation,Together,61278,87,111,3,28,2,6,15,165,2,3,1,4,10
946,1958,66,2n Cycle,Together,26490,92,45,47,52,21,20,25,210,2,3,1,5,11
3867,1947,77,PhD,Together,73059,36,410,112,420,0,82,71,1095,1,9,3,13,26
6940,1966,58,PhD,Single,46734,86,100,1,39,6,1,76,223,4,3,2,3,12
55,1963,61,Graduation,Together,56253,83,509,0,65,7,11,5,597,4,7,2,9,22
7093,1985,39,Graduation,Married,19986,74,3,6,5,0,2,6,22,1,0,0,3,4
5084,1975,49,Graduation,Widow,58330,87,445,53,213,104,98,151,1064,1,6,4,13,24
1777,1980,44,Basic,Married,25965,29,2,2,11,41,7,11,74,1,2,0,3,6
8162,1956,68,Master,Together,14661,88,4,1,11,6,2,2,26,1,1,0,3,5
10826,1959,65,Graduation,Married,18690,77,6,1,7,23,4,19,60,1,1,1,2,5
8754,1974,50,PhD,Together,45068,25,14,0,3,0,0,3,20,1,1,0,2,4
1987,1987,37,Basic,Single,21063,34,1,10,11,19,3,15,59,2,2,0,3,7
11007,1968,56,PhD,Married,29187,43,26,0,6,0,0,2,34,1,1,0,3,5
7426,1971,53,2n Cycle,Married,54690,76,111,16,37,7,9,18,198,3,3,1,5,12
9153,1964,60,PhD,Married,59304,81,418,61,428,80,51,10,1048,3,7,8,10,28
10379,1962,62,Master,Single,59247,87,327,9,122,19,14,83,574,5,5,2,9,21
9204,1970,54,Graduation,Widow,66731,33,371,159,194,58,106,141,1029,4,4,3,6,17
3197,1980,44,Graduation,Married,77353,38,275,59,107,69,101,59,670,2,6,4,8,20
2920,1975,49,PhD,Single,52614,63,789,0,142,12,9,38,990,2,2,4,8,16
6961,1974,50,Graduation,Married,26751,26,1,1,5,0,3,1,11,1,1,0,2,4
4673,1963,61,PhD,Married,81300,17,1004,12,145,32,12,36,1241,3,10,3,5,21
9937,1979,45,Graduation,Single,70337,75,187,81,149,25,43,91,576,1,2,2,12,17
8779,1985,39,2n Cycle,Married,36145,13,56,4,76,17,1,18,172,4,4,1,3,12
9596,1980,44,PhD,Single,65295,19,365,32,117,34,110,6,664,1,3,3,13,20
2891,1963,61,Graduation,Divorced,68118,51,595,23,123,10,23,154,928,2,8,9,4,23
4910,1967,57,Graduation,Divorced,68743,81,1132,134,384,175,134,115,2074,1,11,5,13,30
75,1982,42,2n Cycle,Together,41039,32,34,11,137,179,61,45,467,1,8,1,5,15
10120,1955,69,Graduation,Together,38946,84,116,6,82,6,6,41,257,2,3,1,6,12
6327,1967,57,Graduation,Together,65777,87,565,32,435,28,32,54,1146,1,2,8,6,17
10142,1976,48,PhD,Divorced,66476,99,372,18,126,47,48,78,689,2,5,2,11,20
9826,1972,52,PhD,Single,86857,96,899,102,838,133,102,40,2114,1,5,6,10,22
1501,1982,42,PhD,Married,160803,21,55,16,1622,17,3,4,1717,15,0,28,1,44
10767,1989,35,PhD,Together,77845,40,760,40,480,0,40,26,1346,1,3,5,12,21
7279,1969,55,PhD,Together,69476,3,260,86,559,63,9,67,1044,1,4,6,4,15
7230,1960,64,PhD,Divorced,50611,98,459,0,24,6,0,4,493,6,4,5,7,22
143,1970,54,Graduation,Single,61209,73,466,0,224,119,49,99,957,1,5,3,4,13
450,1958,66,Master,Together,42315,90,67,15,80,17,11,80,270,3,1,4,4,12
9316,1952,72,Basic,Together,13084,29,2,0,7,3,7,10,29,1,1,0,3,5
6379,1949,75,Master,Widow,47570,3,67,1,20,0,2,31,121,3,2,2,2,9
9239,1961,63,Master,Married,61923,94,92,4,18,3,3,6,126,1,2,1,4,8
8315,1995,29,Graduation,Single,34824,65,4,2,11,2,0,4,23,1,1,0,2,4
2868,1949,75,PhD,Single,26518,33,20,1,28,3,3,2,57,3,2,0,3,8
10888,1961,63,Graduation,Single,45938,46,273,11,178,62,83,29,636,2,8,4,6,20
1277,1960,64,Graduation,Together,78468,29,434,22,388,104,22,34,1004,1,10,7,10,28
9977,1973,51,Graduation,Divorced,78901,99,321,11,309,33,26,34,734,3,9,3,5,20
10196,1978,46,Graduation,Married,71427,26,212,123,177,15,64,23,614,2,8,2,8,20
6384,1978,46,Graduation,Divorced,71022,30,909,12,278,0,12,242,1453,3,5,2,11,21
8029,1988,36,Master,Single,90247,27,1184,32,352,21,16,16,1621,1,3,4,7,15
968,1968,56,Master,Divorced,41335,24,112,19,21,16,14,5,187,3,4,1,4,12
6988,1986,38,Graduation,Married,71952,93,656,80,455,52,107,93,1443,2,8,4,8,22
4472,1970,54,PhD,Divorced,35682,34,23,0,8,6,2,18,57,1,1,1,3,6
6991,1951,73,Graduation,Divorced,43185,88,537,6,42,16,6,30,637,2,9,3,6,20
3336,1948,76,PhD,Together,66375,96,712,0,45,0,0,191,948,3,2,4,5,14
4301,1971,53,Master,Married,35178,10,23,1,13,2,2,18,59,1,1,1,2,5
1940,1986,38,Graduation,Married,25252,26,1,3,4,2,2,6,18,1,1,0,2,4
1272,1965,59,Master,Single,55250,49,664,58,83,32,0,66,903,4,7,5,10,26
1388,1975,49,Graduation,Single,33249,11,6,10,21,19,14,42,112,2,2,1,3,8
1044,1953,71,Graduation,Together,58398,44,299,5,201,21,21,49,596,3,5,4,8,20
6969,1982,42,Graduation,Together,50272,75,99,13,66,43,8,4,233,3,4,1,5,13
10479,1975,49,PhD,Married,76618,64,749,40,294,121,160,147,1511,1,3,2,5,11
3619,1960,64,2n Cycle,Divorced,87305,19,345,25,501,63,138,80,1152,1,5,3,8,17
1715,1978,46,Graduation,Together,25851,45,9,4,18,7,5,5,48,2,2,0,3,7
10159,1970,54,Graduation,Divorced,58710,77,440,81,368,0,122,174,1185,6,11,5,9,31
1463,1958,66,Graduation,Single,45160,9,8,2,5,3,0,3,21,1,1,0,2,4
5114,1965,59,Master,Married,74806,1,670,9,249,0,28,9,965,2,5,4,5,16
4990,1954,70,Graduation,Married,59111,90,524,0,134,28,28,155,869,1,11,1,8,21
4329,1984,40,PhD,Married,18988,43,6,0,6,2,1,1,16,2,1,0,3,6
10936,1965,59,Graduation,Married,72190,79,597,166,597,172,166,249,1947,1,5,6,4,16
4692,1976,48,Graduation,Married,7500,19,7,0,12,13,7,32,71,5,4,1,2,12
7212,1966,58,Graduation,Married,44794,99,54,0,7,0,0,4,65,1,2,0,3,6
6086,1955,69,Graduation,Married,80395,62,445,25,706,80,76,48,1380,1,6,5,12,24
437,1976,48,Master,Divorced,75012,41,294,142,218,164,58,151,1027,1,3,8,11,23
11171,1965,59,Master,Married,56962,60,292,3,77,10,3,26,411,7,6,3,5,21
11101,1991,33,Graduation,Together,89891,17,412,22,132,59,28,183,836,1,11,6,8,26
5329,1949,75,PhD,Divorced,35946,24,8,0,3,0,0,0,11,1,0,0,3,4
610,1953,71,PhD,Together,53593,60,349,4,78,6,0,43,480,8,7,2,6,23
9384,1978,46,Graduation,Married,66373,57,328,9,124,12,24,109,606,7,4,2,10,23
5956,1948,76,PhD,Divorced,45072,74,144,2,99,7,2,30,284,5,6,1,4,16
10430,1973,51,Graduation,Divorced,89694,22,1126,28,211,37,28,42,1472,3,4,3,4,14
7875,1949,75,Graduation,Married,72025,46,967,0,617,43,50,0,1677,1,4,8,13,26
7072,1973,51,Graduation,Married,67432,69,432,79,341,177,136,170,1335,2,8,5,4,19
6255,1952,72,Master,Together,70545,29,138,39,63,55,18,21,334,1,4,1,7,13
6516,1989,35,Basic,Married,17487,37,0,0,1,7,4,6,18,1,1,0,2,4
5564,1969,55,Graduation,Together,62882,26,509,133,497,78,24,97,1338,2,7,5,6,20
5682,1953,71,PhD,Single,64108,8,948,10,86,13,21,21,1099,4,6,9,11,30
7458,1956,68,Master,Together,34941,26,39,2,25,4,3,24,97,2,3,0,3,8
5237,1950,74,PhD,Single,48767,79,28,1,21,3,0,10,63,3,2,1,3,9
7761,1978,46,2n Cycle,Together,38702,71,13,11,24,13,8,40,109,2,3,0,4,9
5278,1964,60,Graduation,Married,82224,83,307,26,360,138,31,40,902,1,6,9,5,21
3560,1952,72,Graduation,Together,83844,57,901,31,345,75,31,191,1574,1,4,4,11,20
7235,1975,49,2n Cycle,Married,17003,37,2,5,12,4,8,7,38,3,2,0,4,9
10548,1995,29,Graduation,Single,71163,30,283,17,372,138,106,44,960,1,3,8,12,24
2281,1970,54,Graduation,Single,33697,34,4,3,7,0,3,11,28,1,1,0,2,4
4073,1954,70,2n Cycle,Married,63564,0,769,80,252,15,34,65,1215,1,10,10,7,28
6974,1972,52,PhD,Together,83443,89,518,42,742,55,56,84,1497,1,6,10,5,22
7938,1958,66,PhD,Together,51518,92,350,8,66,17,4,4,449,2,3,2,10,17
7094,1975,49,Graduation,Widow,58330,87,445,53,213,104,98,151,1064,1,6,4,13,24
3667,1969,55,Graduation,Married,80952,20,778,178,689,41,27,44,1757,1,8,5,11,25
7723,1979,45,Graduation,Together,75507,56,709,93,374,104,80,80,1440,1,8,6,6,21
3870,1978,46,2n Cycle,Together,63855,28,359,35,314,93,116,89,1006,1,7,3,13,24
4012,1972,52,PhD,Together,62220,55,799,12,375,16,12,12,1226,5,7,6,5,23
5909,1964,60,Graduation,Married,58512,25,895,10,101,13,0,152,1171,5,3,4,8,20
10470,1979,45,Master,Married,40662,0,40,2,23,0,4,23,92,2,2,1,3,8
6488,1959,65,PhD,Married,38829,86,76,0,7,0,0,16,99,1,3,2,2,8
10270,1981,43,2n Cycle,Married,35523,8,11,5,22,12,5,11,66,2,3,0,3,8
6887,1967,57,Graduation,Single,79146,33,245,16,223,21,43,16,564,2,8,1,8,19
6406,1988,36,Master,Married,78285,13,647,107,391,175,67,40,1427,1,6,4,10,21
7573,1978,46,PhD,Single,31626,12,39,1,9,2,1,34,86,1,2,1,2,6
4508,1952,72,Graduation,Single,75127,92,203,35,305,46,17,227,833,1,2,11,5,19
221,1955,69,Graduation,Married,48726,90,138,3,38,4,0,59,242,3,3,2,4,12
5331,1977,47,Graduation,Married,74985,8,587,51,898,247,0,86,1869,1,3,6,7,17
1911,1987,37,Graduation,Together,67430,6,595,97,291,127,133,121,1364,1,11,5,12,29
20,1965,59,2n Cycle,Married,46891,91,43,12,23,29,15,61,183,1,2,1,4,8
8786,1956,68,Master,Married,62058,52,301,7,74,10,0,58,450,4,6,1,7,18
10582,1979,45,Graduation,Married,72063,3,180,32,348,76,32,90,758,2,5,2,12,21
1915,1951,73,PhD,Married,78939,57,794,115,243,150,0,205,1507,1,8,5,6,20
8897,1965,59,Graduation,Single,42720,9,392,5,91,28,26,112,654,8,7,3,7,25
2371,1972,52,Graduation,Married,33622,22,39,1,22,3,4,12,81,3,2,0,4,9
4303,1957,67,PhD,Together,6835,76,107,2,12,2,2,12,137,0,0,0,1,1
6825,1953,71,Graduation,Together,41452,86,13,0,3,0,0,0,16,1,1,0,2,4
1072,1965,59,PhD,Single,40760,64,70,0,17,0,0,6,93,2,2,1,3,8
4964,1958,66,PhD,Together,74250,90,680,11,392,75,0,0,1158,1,2,11,4,18
2461,1955,69,Master,Single,51124,79,26,1,11,0,1,4,43,2,1,0,3,6
10736,1971,53,Graduation,Single,72258,28,522,0,522,227,120,134,1525,2,6,9,5,22
3194,1974,50,PhD,Single,71466,86,412,12,546,78,182,0,1230,1,4,4,10,19
10839,1976,48,Graduation,Together,36283,42,6,5,5,8,0,5,29,2,1,0,3,6
49,1970,54,Graduation,Single,20587,39,2,3,6,4,1,9,25,1,1,1,2,5
4290,1972,52,Graduation,Married,30467,8,1,3,8,2,5,5,24,1,1,0,2,4
10219,1972,52,Graduation,Together,31590,40,6,2,15,6,6,3,38,1,1,0,3,5
4211,1986,38,Basic,Married,20425,5,4,12,5,3,16,17,57,2,2,0,3,7
1135,1960,64,Master,Together,17144,96,18,2,19,0,2,6,47,5,3,0,4,12
6299,1968,56,PhD,Divorced,42564,28,324,48,186,39,18,198,813,6,6,8,4,24
10846,1978,46,Master,Married,43783,22,327,9,125,25,4,139,629,6,7,1,8,22
347,1976,48,Graduation,Divorced,40780,30,229,27,71,13,3,34,377,4,7,1,5,17
6543,1945,79,Master,Together,62847,45,521,168,706,80,76,61,1612,1,3,6,4,14
10446,1957,67,PhD,Married,82017,58,184,23,446,30,23,23,729,1,5,4,7,17
3479,1950,74,Graduation,Single,16813,49,4,8,11,12,2,13,50,1,2,0,3,6
11075,1978,46,Graduation,Married,51267,37,183,2,64,7,2,12,270,4,3,3,5,15
4442,1961,63,Graduation,Single,46524,70,31,19,35,26,14,52,177,2,1,1,5,9
199,1962,62,Master,Single,45183,33,219,3,60,12,9,12,315,1,4,1,7,13
6722,1954,70,PhD,Married,70421,98,479,28,136,75,14,35,767,3,10,3,7,23
796,1965,59,2n Cycle,Divorced,60161,17,584,44,212,46,8,177,1071,3,11,4,8,26
3749,1973,51,Graduation,Together,73926,54,627,91,597,159,91,15,1580,1,6,5,12,24
8523,1968,56,Graduation,Married,19329,39,24,1,16,12,2,5,60,3,4,0,3,10
310,1970,54,Master,Married,61872,81,330,5,159,36,27,16,573,4,4,4,9,21
8629,1956,68,Graduation,Widow,46984,71,19,1,10,2,1,8,41,1,1,0,3,5
236,1951,73,Graduation,Married,34838,62,28,23,29,29,14,47,170,3,2,1,4,10
9930,1944,80,PhD,Single,82716,8,606,148,228,15,148,22,1167,1,6,8,13,28
3483,1958,66,Graduation,Married,48192,76,1039,43,204,153,58,29,1526,3,2,8,12,25
4599,1976,48,Master,Married,49681,66,411,0,26,0,0,21,458,6,7,1,7,21
7326,1971,53,Master,Married,56850,83,34,1,19,2,7,0,63,1,1,1,3,6
7352,1957,67,Graduation,Married,55267,28,161,28,136,32,3,45,405,4,3,4,6,17
2350,1972,52,Graduation,Married,59666,87,623,53,178,23,17,133,1027,7,3,2,8,20
9145,1972,52,Graduation,Single,72504,43,604,26,470,123,161,94,1478,2,5,9,6,22
2964,1981,43,Graduation,Married,26872,0,3,10,8,3,16,32,72,1,1,1,2,5
5585,1972,52,Graduation,Single,21359,1,12,2,17,6,1,10,48,2,2,0,3,7
9687,1975,49,Graduation,Single,73170,1,184,174,256,50,30,32,726,1,5,4,6,16
3732,1955,69,Master,Married,52750,72,393,0,239,90,69,69,860,6,5,7,9,27
6303,1986,38,PhD,Together,91820,72,410,73,747,76,161,30,1497,0,5,5,12,22
11176,1970,54,PhD,Together,65968,12,376,9,83,19,4,4,495,2,5,4,7,18
2986,1976,48,Graduation,Married,30772,89,7,2,4,2,1,4,20,1,1,0,2,4
7462,1954,70,Graduation,Single,22507,67,68,0,226,51,157,68,570,3,10,2,4,19
3900,1972,52,Graduation,Married,65685,54,642,14,49,0,7,57,769,1,9,2,9,21
7034,1978,46,2n Cycle,Married,25804,34,8,7,9,13,6,12,55,2,2,0,3,7
9493,1980,44,PhD,Single,76412,15,840,53,804,23,71,17,1808,1,5,4,8,18
1143,1972,52,Graduation,Married,22063,43,7,10,13,3,11,11,55,2,2,0,3,7
1,1961,63,Graduation,Single,57091,0,464,5,64,7,0,37,577,1,7,3,7,18
3855,1963,61,Graduation,Married,22419,74,30,3,47,19,21,42,162,1,3,2,2,8
5536,1959,65,Graduation,Together,87771,61,1492,38,287,50,57,33,1957,1,5,10,4,20
5989,1959,65,2n Cycle,Divorced,78353,51,752,122,476,39,153,34,1576,1,10,2,11,24
9499,1954,70,Graduation,Married,93404,97,1279,15,287,20,0,15,1616,3,3,4,7,17
6768,1962,62,Graduation,Divorced,37859,75,22,1,8,2,1,2,36,2,1,0,3,6
2150,1958,66,PhD,Widow,80995,83,860,28,409,73,56,56,1482,1,8,9,4,22
6646,1984,40,Graduation,Together,16529,23,3,0,5,13,0,1,22,1,1,0,3,5
4887,1976,48,PhD,Divorced,55412,65,10,5,28,11,1,8,63,1,2,0,3,6
8560,1992,32,Graduation,Single,48789,94,351,16,156,7,5,145,680,1,6,4,7,18
3321,1967,57,PhD,Together,56575,42,421,5,90,0,16,10,542,3,7,3,7,20
11003,1980,44,2n Cycle,Together,25130,10,2,5,7,0,18,18,50,2,2,0,3,7
10402,1967,57,Graduation,Married,35441,94,25,1,9,2,1,1,39,2,1,0,3,6
9904,1956,68,Graduation,Married,71391,50,336,123,274,46,123,141,1043,5,6,5,12,28
6141,1972,52,Master,Single,49494,46,191,9,97,0,6,82,385,2,6,1,5,14
5687,1980,44,Graduation,Divorced,81702,98,563,50,774,28,31,187,1633,1,7,7,12,27
10856,1980,44,2n Cycle,Single,45889,42,31,0,6,0,1,8,46,1,1,0,3,5
5121,1977,47,Graduation,Single,56628,30,479,5,82,7,17,171,761,2,7,6,5,20
4186,1950,74,Graduation,Together,34026,11,18,6,15,12,8,17,76,3,2,1,3,9
368,1974,50,Graduation,Married,40049,61,91,65,52,10,44,28,290,3,3,2,6,14
3312,1988,36,Graduation,Single,34176,12,5,7,24,19,14,20,89,4,3,0,4,11
11121,1981,43,Graduation,Married,19419,76,2,14,28,16,3,7,70,4,4,0,3,11
5332,1960,64,2n Cycle,Married,82504,2,362,50,431,134,35,54,1066,1,3,6,7,17
5848,1970,54,Graduation,Together,81205,43,724,74,929,97,55,130,2009,1,5,6,7,19
10343,1991,33,2n Cycle,Single,61618,27,605,91,399,0,45,205,1345,2,3,6,8,19
5935,1956,68,Master,Single,55284,60,547,7,140,0,7,63,764,3,7,5,8,23
2895,1963,61,Graduation,Single,49980,79,104,1,54,13,9,14,195,2,3,1,5,11
10262,1980,44,Graduation,Married,15072,96,8,2,15,0,10,18,53,4,3,1,3,11
7848,1974,50,Graduation,Single,49166,17,224,2,25,7,0,110,368,2,5,3,3,13
9477,1954,70,PhD,Married,65324,0,384,0,102,21,32,5,544,3,6,2,9,20
4856,1957,67,2n Cycle,Married,82347,38,556,54,845,202,133,63,1853,1,7,7,10,25
7186,1966,58,PhD,Together,30843,43,24,0,2,0,0,9,35,2,1,1,2,6
5794,1974,50,PhD,Married,46374,1,408,0,21,0,0,17,446,3,7,1,7,18
1456,1979,45,Graduation,Single,60474,25,265,199,303,234,9,170,1180,7,10,2,12,31
4877,1973,51,Master,Married,38576,2,34,0,7,0,0,0,41,1,1,0,3,5
425,1985,39,Graduation,Married,55357,66,374,64,116,84,25,64,727,3,6,2,11,22
3007,1966,58,Graduation,Together,37758,49,27,2,10,0,0,1,40,2,1,0,3,6
1031,1989,35,2n Cycle,Married,85710,5,600,20,350,29,30,33,1062,1,6,9,10,26
4297,1969,55,Graduation,Together,23228,71,13,2,18,6,1,0,40,2,2,0,3,7
807,1969,55,Master,Together,44602,35,167,2,89,0,0,34,292,6,6,1,4,17
9553,1987,37,Graduation,Married,7500,94,0,2,3,4,1,5,15,1,0,0,3,4
4271,1989,35,2n Cycle,Together,38683,80,46,35,69,84,41,66,341,6,4,1,6,17
4120,1975,49,2n Cycle,Single,49514,61,88,39,78,58,13,93,369,2,6,1,4,13
2036,1973,51,PhD,Together,57906,29,243,11,119,10,3,15,401,3,4,2,8,17
115,1966,58,Master,Single,43456,0,275,11,68,25,7,7,393,3,5,1,8,17
4259,1986,38,Master,Single,19485,80,6,0,4,0,0,0,10,1,1,0,2,4
8687,1978,46,Graduation,Together,53172,54,121,62,90,68,20,125,486,3,2,3,8,16
2447,1979,45,Graduation,Together,30545,71,4,12,15,19,7,12,69,2,2,0,3,7
10140,1983,41,PhD,Together,70123,27,1308,0,396,23,0,0,1727,1,5,7,4,17
9353,1959,65,Graduation,Single,62450,61,515,47,267,62,66,38,995,2,5,5,4,16
3623,1976,48,Graduation,Together,21675,55,4,0,16,17,4,4,45,3,4,0,3,10
738,1981,43,2n Cycle,Single,42395,35,48,13,57,24,15,25,182,4,3,1,4,12
7631,1978,46,Master,Together,61346,34,562,58,168,43,16,142,989,1,5,7,10,23
4789,1953,71,Graduation,Together,80812,95,769,22,500,210,143,33,1677,1,4,8,5,18
773,1971,53,Master,Divorced,42835,64,379,4,93,12,9,98,595,7,6,6,4,23
10602,1983,41,Graduation,Married,39922,30,29,12,59,19,1,36,156,2,3,0,4,9
1446,1956,68,Master,Single,86424,12,387,68,569,89,45,68,1226,1,6,9,12,28
3270,1978,46,2n Cycle,Together,17117,96,12,23,38,30,18,7,128,4,3,1,3,11
8443,1972,52,Graduation,Single,24762,16,6,10,12,3,15,40,86,3,3,1,2,9
9653,1975,49,Graduation,Married,35797,16,27,1,14,4,1,21,68,2,2,0,3,7
8916,1975,49,Graduation,Divorced,36627,78,9,1,5,0,0,1,16,1,0,0,3,4
8017,1981,43,2n Cycle,Married,51111,83,22,0,19,6,5,3,55,2,2,0,3,7
5830,1972,52,PhD,Single,86857,96,899,102,838,133,102,40,2114,1,5,6,10,22
4597,1970,54,PhD,Together,82072,67,889,55,685,168,92,129,2018,1,3,2,13,19
7023,1953,71,PhD,Single,46231,87,189,2,55,0,5,12,263,4,6,1,4,15
8086,1959,65,Graduation,Married,42243,34,48,0,2,0,0,5,55,2,2,0,3,7
8825,1962,62,Graduation,Together,51195,46,230,14,156,82,24,58,564,8,9,2,5,24
2930,1978,46,Master,Single,68092,7,852,60,207,78,36,48,1281,2,2,6,10,20
1928,1973,51,Graduation,Married,31814,73,35,3,20,4,1,20,83,2,2,0,3,7
7108,1965,59,Master,Widow,51390,54,205,20,47,23,2,56,353,6,5,2,5,18
10925,1983,41,Graduation,Married,76630,93,255,31,446,40,56,175,1003,1,3,10,11,25
9960,1991,33,Basic,Single,26868,52,0,0,1,8,3,2,14,1,1,0,2,4
8800,1943,81,PhD,Divorced,48948,53,437,8,206,160,49,42,902,2,7,10,5,24
9224,1972,52,PhD,Single,55260,81,825,8,53,11,0,242,1139,2,8,10,5,25
5519,1956,68,Graduation,Together,64090,8,316,58,161,76,51,135,797,1,6,9,4,20
5046,1958,66,Graduation,Divorced,78331,97,756,138,354,160,169,61,1638,2,10,6,7,25
7037,1974,50,PhD,Married,37087,50,194,55,134,15,0,3,401,3,4,2,8,17
905,1986,38,Graduation,Divorced,21846,38,7,17,18,6,10,26,84,4,4,0,3,11
8624,1958,66,Graduation,Married,81320,61,183,33,493,59,103,57,928,1,4,3,10,18
8945,1970,54,Graduation,Divorced,54137,46,171,0,11,0,1,20,203,2,4,1,4,11
6445,1967,57,Graduation,Together,66825,73,243,101,405,29,40,40,858,1,4,5,6,16
2727,1973,51,Graduation,Together,57100,19,181,21,69,39,3,96,409,1,3,3,6,13
6404,1969,55,Graduation,Together,58917,10,151,7,89,0,7,28,282,5,4,1,6,16
11074,1977,47,Graduation,Single,85072,94,494,92,391,194,11,241,1423,1,3,4,10,18
10150,1961,63,Graduation,Single,86429,10,464,28,873,29,18,37,1449,0,7,4,7,18
1968,1971,53,Graduation,Widow,45684,37,5,1,5,10,0,7,28,1,1,0,2,4
6534,1974,50,Graduation,Together,47889,94,29,0,29,0,5,4,67,1,2,0,3,6
9485,1986,38,PhD,Married,45921,23,102,9,49,24,3,12,199,1,2,1,6,10
7053,1966,58,PhD,Single,78420,75,604,28,674,91,28,28,1453,1,3,10,8,22
4654,1992,32,Graduation,Together,75114,40,571,12,523,63,60,24,1253,1,3,10,5,19
9760,1963,61,PhD,Widow,52278,24,953,0,71,0,0,174,1198,6,10,5,10,31
1048,1972,52,Master,Married,35641,11,63,3,67,8,9,28,178,2,3,1,4,10
10619,1994,30,Graduation,Single,95529,29,770,29,890,250,27,24,1990,1,7,3,7,18
9308,1954,70,Graduation,Married,62820,51,398,61,265,138,61,53,976,1,3,4,6,14
10505,1960,64,Master,Together,73113,86,741,19,154,50,9,28,1001,1,3,4,7,15
8362,1982,42,PhD,Married,84169,9,1478,19,403,0,19,0,1919,1,7,6,6,20
2625,1954,70,2n Cycle,Single,42607,30,156,29,56,30,32,47,350,2,3,2,7,14
4637,1954,70,PhD,Single,74637,73,960,64,464,146,0,16,1650,1,6,9,9,25
